queue	lemma	cltk_upos	corpus_occurrences_upper_bound	pilot_lemma_occurrences	pilot_document_count	contributing_form_count	ambiguous_form_count	dictionary_support	dictionary_sources	dictionary_entry_count	pos_assessment	also_in_structural_stage	top_forms
no_dictionary_match	liae	PROPN	8	7	5	1	1	none	[]	0	unknown	False	"[{""form"":""liæ"",""corpus_occurrences"":8,""pilot_occurrences"":7,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	oolibar	ADJ	8	6	1	1	1	none	[]	0	unknown	False	"[{""form"":""oolibama"",""corpus_occurrences"":8,""pilot_occurrences"":6,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	bathuel	PROPN	8	5	3	1	0	none	[]	0	unknown	True	"[{""form"":""bathuel"",""corpus_occurrences"":8,""pilot_occurrences"":5,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	rahuel	PROPN	8	5	1	1	0	none	[]	0	unknown	True	"[{""form"":""rahuel"",""corpus_occurrences"":8,""pilot_occurrences"":5,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	rebeccae	PROPN	8	5	4	1	1	none	[]	0	unknown	False	"[{""form"":""rebeccæ"",""corpus_occurrences"":8,""pilot_occurrences"":5,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	sebeon	PROPN	8	5	1	1	1	none	[]	0	unknown	True	"[{""form"":""sebeon"",""corpus_occurrences"":8,""pilot_occurrences"":5,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	hethaea	PROPN	8	4	3	1	0	none	[]	0	unknown	False	"[{""form"":""hethæi"",""corpus_occurrences"":8,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	phaleg	PROPN	8	4	1	1	1	none	[]	0	unknown	False	"[{""form"":""phaleg"",""corpus_occurrences"":8,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	gavio	NOUN	8	3	2	1	0	none	[]	0	unknown	False	"[{""form"":""gavio"",""corpus_occurrences"":8,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sebor	NOUN	8	3	2	1	0	none	[]	0	unknown	False	"[{""form"":""seboim"",""corpus_occurrences"":8,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	thamnus	ADJ	8	3	1	1	0	none	[]	0	unknown	True	"[{""form"":""thamna"",""corpus_occurrences"":8,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	onan	NOUN	8	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""onan"",""corpus_occurrences"":8,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	arsacen	NOUN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""arsacen"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	charmia	NOUN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""charmi"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	eden	PROPN	8	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""eden"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hernicus	ADJ	8	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""hernica"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	liae	NOUN	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""liæ"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	onani	NOUN	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""onan"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	onanus	ADJ	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""onan"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	oolibamo	VERB	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""oolibama"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	phalex	NOUN	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""phaleg"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	philoctetus	ADJ	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""philoctetae"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	protagora	NOUN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""protagoram"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	rebeccaeaeium	NOUN	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""rebeccæ"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	rebeo	VERB	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""rebeccæ"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	roscium	NOUN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""roscii"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sebeon	NOUN	8	1	1	1	1	none	[]	0	unknown	True	"[{""form"":""sebeon"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	sennaar	NOUN	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""sennaar"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	sennaaris	ADJ	8	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""sennaar"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	tatum	NOUN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""tato"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	thola	PROPN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""thola"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	thubal	NOUN	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""thubal"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	trebo	VERB	8	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""trebatii"",""corpus_occurrences"":8,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jareda	PROPN	7	4	1	1	1	none	[]	0	unknown	False	"[{""form"":""jared"",""corpus_occurrences"":7,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	jehus	PROPN	7	3	1	1	0	none	[]	0	unknown	False	"[{""form"":""jehus"",""corpus_occurrences"":7,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	rachela	NOUN	7	3	3	1	0	none	[]	0	unknown	False	"[{""form"":""rachelis"",""corpus_occurrences"":7,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	acesten	NOUN	7	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""acesten"",""corpus_occurrences"":7,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hevaeum	PROPN	7	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""hevæi"",""corpus_occurrences"":7,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lotan	ADJ	7	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""lotan"",""corpus_occurrences"":7,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	lotan	NOUN	7	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""lotan"",""corpus_occurrences"":7,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	calpurnium	NOUN	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""calpurnii"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cariatha	NOUN	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cariathaim"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	crio	VERB	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cre"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	eleusine	ADV	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""eleusine"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	emptitus	ADJ	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""emptitius"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gellis	NOUN	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gellio"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jaredo	NOUN	7	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""jared"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	laurentinus	ADJ	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""laurentina"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lum	VERB	7	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""lum"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	lus	NOUN	7	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""lum"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	lyx	X	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lyci"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	lyxium	NOUN	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""lycios"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	polycletus	ADJ	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""polycletus"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sidonia	NOUN	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sidoniam"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ssuo	VERB	7	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sset"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	theopompus	NOUN	7	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""theopompum"",""corpus_occurrences"":7,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	basemath	PROPN	6	4	2	1	1	none	[]	0	unknown	True	"[{""form"":""basemath"",""corpus_occurrences"":6,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	nabeo	VERB	6	3	3	1	0	none	[]	0	unknown	False	"[{""form"":""nabaioth"",""corpus_occurrences"":6,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	amorraeus	NOUN	6	2	1	2	0	none	[]	0	unknown	False	"[{""form"":""amorrhaeos"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""amorrhaeum"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	basematha	NOUN	6	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""basemath"",""corpus_occurrences"":6,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	la	NOUN	6	2	2	2	0	none	[]	0	unknown	False	"[{""form"":""lai"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""lae"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	phanuel	PROPN	6	2	1	1	0	none	[]	0	unknown	True	"[{""form"":""phanuel"",""corpus_occurrences"":6,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	socotheus	NOUN	6	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""socoth"",""corpus_occurrences"":6,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	achobor	NOUN	6	1	1	1	0	none	[]	0	unknown	True	"[{""form"":""achobor"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	amorrahaeus	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""amorrhaeorum"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	atus	PROPN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ate"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	castricium	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""castricium"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jectanis	ADJ	6	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""jectan"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	jectanus	NOUN	6	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""jectan"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	jecto	VERB	6	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""jectan"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	polo	VERB	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""polews"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	pos	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""possi"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	priamum	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""priamumque"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	rat	NUM	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""rat"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sodomita	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sodomitae"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	trinacrium	NOUN	6	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""trinacrio"",""corpus_occurrences"":6,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	chodorlahoror	NOUN	5	5	1	1	0	none	[]	0	unknown	False	"[{""form"":""chodorlahomor"",""corpus_occurrences"":5,""pilot_occurrences"":5,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gomorro	VERB	5	4	3	1	0	none	[]	0	unknown	False	"[{""form"":""gomorrham"",""corpus_occurrences"":5,""pilot_occurrences"":4,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	putipho	VERB	5	4	3	2	0	none	[]	0	unknown	False	"[{""form"":""putiphare"",""corpus_occurrences"":3,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false},{""form"":""putiphari"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	bathuel	NOUN	5	3	2	1	0	none	[]	0	unknown	True	"[{""form"":""bathuelis"",""corpus_occurrences"":5,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ins	X	5	3	3	1	0	none	[]	0	unknown	False	"[{""form"":""ins"",""corpus_occurrences"":5,""pilot_occurrences"":3,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cloango	VERB	5	2	2	1	1	none	[]	0	unknown	False	"[{""form"":""cloanthum"",""corpus_occurrences"":5,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	disan	PROPN	5	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""disan"",""corpus_occurrences"":5,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	gergesaeus	NOUN	5	2	2	2	0	none	[]	0	unknown	True	"[{""form"":""gergesæum"",""corpus_occurrences"":3,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""gergesaeos"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	pantwn	NOUN	5	2	2	1	0	none	[]	0	unknown	False	"[{""form"":""pantwn"",""corpus_occurrences"":5,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cetth	PROPN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cetthim"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cynteh	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cynthi"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	disan	NOUN	5	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""disan"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	domin	NUM	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""domin"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	mada	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""madai"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nomou	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nomou"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nomwn	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""nomwn"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	periandmo	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""periandrum"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	phthior	VERB	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""phthiam"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	phua	PROPN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""phua"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	queus	ADJ	5	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""quei"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	reuis	NOUN	5	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""reu"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	roman	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""roman"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sichimus	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sichimorum"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sidona	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sidona"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sisennus	ADJ	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""sisennam"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	thira	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""thiras"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	topicus	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""topicorum"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	troiaqus	NOUN	5	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""troiaque"",""corpus_occurrences"":5,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	matidia	NOUN	4	3	3	3	0	none	[]	0	unknown	True	"[{""form"":""matidia"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""matidiae"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""matidiam"",""corpus_occurrences"":1,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	thamna	NOUN	4	3	1	2	0	none	[]	0	unknown	True	"[{""form"":""thamnam"",""corpus_occurrences"":2,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false},{""form"":""thamnas"",""corpus_occurrences"":2,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cercinus	ADJ	4	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""cercinae"",""corpus_occurrences"":4,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	nahath	PROPN	4	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""nahath"",""corpus_occurrences"":4,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	regma	PROPN	4	2	1	1	0	none	[]	0	unknown	False	"[{""form"":""regma"",""corpus_occurrences"":4,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	sarug	PROPN	4	2	1	1	1	none	[]	0	unknown	False	"[{""form"":""sarug"",""corpus_occurrences"":4,""pilot_occurrences"":2,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	aelam	PROPN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ælam"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	ans	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""ans"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	bechor	PROPN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""bechor"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	bitia	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""bitiae"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cajo	VERB	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cajetae"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	capyn	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""capyn"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	charanus	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""charan"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cymothos	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cymothoe"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	cyzicenum	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""cyzicenorum"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	dodanus	NOUN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""dodanim"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	dothain	NOUN	4	1	1	1	1	none	[]	0	unknown	True	"[{""form"":""dothain"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	dothainis	NOUN	4	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""dothain"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	gether	PROPN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""gether"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	gunus	PROPN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""guni"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	hyn	NUM	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""hyn"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jabocat	ADJ	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jaboc"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	jamin	PROPN	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""jamin"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
no_dictionary_match	javan	NOUN	4	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""javan"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	javan	PROPN	4	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""javan"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	jecsan	NOUN	4	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""jecsan"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	jecso	VERB	4	1	1	1	1	none	[]	0	unknown	False	"[{""form"":""jecsan"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":true}]"
no_dictionary_match	judo	VERB	4	1	1	1	0	none	[]	0	unknown	False	"[{""form"":""judith"",""corpus_occurrences"":4,""pilot_occurrences"":1,""ambiguous_cltk_lemma"":false}]"
